source_token,harmonized_token,token_role,emit_as_model_token,non_drug_drugitem_class,target_vocabulary,target_concept_id,target_code,target_label,mapping_source,match_strength,mapping_confidence
MEASUREMENT_CATEGORICAL//17029//72,OMOP//OMOP_CONCEPT//4327488,,True,,OMOP_CONCEPT,4327488,,Repair of aneurysm,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17030//37,OMOP//OMOP_CONCEPT//40485318,,True,,OMOP_CONCEPT,40485318,,Incision of stomach and suture of bleeding gastric ulcer,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17030//43,OMOP//OMOP_CONCEPT//4040299,,True,,OMOP_CONCEPT,4040299,,Operation on stomach,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17031//28,OMOP//OMOP_CONCEPT//37167887,,True,,OMOP_CONCEPT,37167887,,Maternal disorder during pregnancy,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17031//50,OMOP//OMOP_CONCEPT//4116087,,True,,OMOP_CONCEPT,4116087,,Carcinoma of prostate,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17035//27,OMOP//OMOP_CONCEPT//4247297,,True,,OMOP_CONCEPT,4247297,,Cerebral abscess,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17038//55,OMOP//OMOP_CONCEPT//375415,,True,,OMOP_CONCEPT,375415,,Injury of head,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//108,OMOP//OMOP_CONCEPT//4167984,,True,,OMOP_CONCEPT,4167984,,Bacterial arthritis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//250,OMOP//OMOP_CONCEPT//3654996,,True,,OMOP_CONCEPT,3654996,,Peripheral arterial disease,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//327,OMOP//OMOP_CONCEPT//195500,,True,,OMOP_CONCEPT,195500,,Benign neoplasm of uterus,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//365,OMOP//OMOP_CONCEPT//4046448,,True,,OMOP_CONCEPT,4046448,,Cerebrospinal fluid leak,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//419,OMOP//OMOP_CONCEPT//200588,,True,,OMOP_CONCEPT,200588,,Injury of abdomen,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//446,OMOP//OMOP_CONCEPT//4096313,,True,,OMOP_CONCEPT,4096313,,Multiple injuries,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//64,OMOP//OMOP_CONCEPT//4195665,,True,,OMOP_CONCEPT,4195665,,Gastrointestinal tract vascular insufficiency,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//67,OMOP//OMOP_CONCEPT//4074815,,True,,OMOP_CONCEPT,4074815,,Inflammatory bowel disease,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//468,OMOP//OMOP_CONCEPT//321710,,True,,OMOP_CONCEPT,321710,,Contusion to heart,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//473,OMOP//OMOP_CONCEPT//45768449,,True,,OMOP_CONCEPT,45768449,,Hypertensive crisis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//536,OMOP//OMOP_CONCEPT//134305,,True,,OMOP_CONCEPT,134305,,Acute lymphoid leukemia,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//570,OMOP//OMOP_CONCEPT//374335,,True,,OMOP_CONCEPT,374335,,Intracranial and intraspinal abscesses,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//576,OMOP//OMOP_CONCEPT//372887,,True,,OMOP_CONCEPT,372887,,Disorder of brain,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//588,OMOP//OMOP_CONCEPT//607208,,True,,OMOP_CONCEPT,607208,,Acute alcohol intoxication,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//648,OMOP//OMOP_CONCEPT//4094683,,True,,OMOP_CONCEPT,4094683,,Chest injury,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//657,OMOP//OMOP_CONCEPT//375415,,True,,OMOP_CONCEPT,375415,,Injury of head,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//671,OMOP//OMOP_CONCEPT//4095850,,True,,OMOP_CONCEPT,4095850,,Spinal injury,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//681,OMOP//OMOP_CONCEPT//317585,,True,,OMOP_CONCEPT,317585,,Aortic aneurysm,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//722,OMOP//OMOP_CONCEPT//132797,,True,,OMOP_CONCEPT,132797,,Sepsis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//739,OMOP//OMOP_CONCEPT//40485318,,True,,OMOP_CONCEPT,40485318,,Incision of stomach and suture of bleeding gastric ulcer,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//812,OMOP//OMOP_CONCEPT//4257898,,True,,OMOP_CONCEPT,4257898,,Craniectomy with excision of brain abscess,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//845,OMOP//OMOP_CONCEPT//4073393,,True,,OMOP_CONCEPT,4073393,,Opening of chest,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//853,OMOP//OMOP_CONCEPT//320136,,True,,OMOP_CONCEPT,320136,,Disorder of respiratory system,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//875,OMOP//OMOP_CONCEPT//200588,,True,,OMOP_CONCEPT,200588,,Injury of abdomen,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//884,OMOP//OMOP_CONCEPT//133468,,True,,OMOP_CONCEPT,133468,,Disorder of limb,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//886,OMOP//OMOP_CONCEPT//4096313,,True,,OMOP_CONCEPT,4096313,,Multiple injuries,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18682//1,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//18682//6,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//18687//1,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//18687//5,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//18692//1,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//19237//3,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//19288//3,OMOP//OMOP_CONCEPT//45884091,,True,,OMOP_CONCEPT,45884091,,Indeterminate,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//19291//12,OMOP//OMOP_CONCEPT//45884091,,True,,OMOP_CONCEPT,45884091,,Indeterminate,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//19642//3,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//19643//1,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//19844//16,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//19845//18,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20015//4,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//21042//3,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//21042//6,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//21191//14,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//21233//13,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//8733//19,SNOMED//4085985,,False,,SNOMED,4085985,,4085985,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12101//2,LOINC//3003680,,True,,LOINC,3003680,,3003680,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12108//1,LOINC//36203284,,True,,LOINC,36203284,,36203284,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12108//6,LOINC//36203284,,True,,LOINC,36203284,,36203284,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12109//22,LOINC//36203284,,True,,LOINC,36203284,,36203284,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12109//23,LOINC//36203284,,True,,LOINC,36203284,,36203284,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12110//12,LOINC//36203284,,True,,LOINC,36203284,,36203284,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12110//26,LOINC//36203284,,True,,LOINC,36203284,,36203284,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12111//18,LOINC//36203284,,True,,LOINC,36203284,,36203284,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12111//22,LOINC//36203284,,True,,LOINC,36203284,,36203284,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12111//26,LOINC//36203284,,True,,LOINC,36203284,,36203284,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12290//4,OMOP//OMOP//3004921,,True,,OMOP,3004921,,ventilator_mode,BlendedICU,label_exact,high
MEASUREMENT_CATEGORICAL//12515//2,OMOP//OMOP_CONCEPT//4035566,,True,,OMOP_CONCEPT,4035566,,Text value,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//12665//2,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//12670//4,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//13119//7,OMOP//OMOP_CONCEPT//40480201,,True,,OMOP_CONCEPT,40480201,,Drainage of mediastinum,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//13129//5,OMOP//OMOP_CONCEPT//4103961,,True,,OMOP_CONCEPT,4103961,,Removal of acoustic neuroma,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//13141//2,OMOP//OMOP_CONCEPT//317109,,True,,OMOP_CONCEPT,317109,,Respiratory arrest,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//14163//5,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//14426//23,LOINC//3021707,,True,,LOINC,3021707,,3021707,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//14426//42,LOINC//3021707,,True,,LOINC,3021707,,3021707,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//14469//5,SNOMED//37154585,,True,,SNOMED,37154585,,37154585,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//14470//5,LOINC//3026019,,True,,LOINC,3026019,,3026019,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//14476//7,LOINC//3026549,,True,,LOINC,3026549,,3026549,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//14482//9,LOINC//3026549,,True,,LOINC,3026549,,3026549,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//14486//1,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//14562//11,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//14565//81,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//14579//1,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16102//4,SNOMED//321042,,True,,SNOMED,321042,,321042,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//16179//3,SNOMED//604177,,True,,SNOMED,604177,,604177,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//16182//10,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16182//31,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16229//2,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16235//1,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16253//1,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16275//1,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16303//45,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16304//48,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16308//70,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16309//72,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16309//73,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16311//83,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16316//69,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16318//52,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16325//23,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16328//33,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16448//22,SNOMED//4052413,,True,,SNOMED,4052413,,4052413,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//16604//8,SNOMED//4206625,,True,,SNOMED,4206625,,4206625,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//16648//22,OMOP//OMOP_CONCEPT//4095850,,True,,OMOP_CONCEPT,4095850,,Spinal injury,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16653//21,OMOP//OMOP_CONCEPT//134057,,True,,OMOP_CONCEPT,134057,,Disorder of cardiovascular system,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16655//12,OMOP//OMOP_CONCEPT//432250,,True,,OMOP_CONCEPT,432250,,Infectious disease,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16658//20,OMOP//OMOP_CONCEPT//257004,,True,,OMOP_CONCEPT,257004,,Acute exacerbation of chronic obstructive airways disease,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16662//6,OMOP//OMOP_CONCEPT//4138816,,True,,OMOP_CONCEPT,4138816,,Cranioplasty,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16951//2,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16951//3,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16998//27,OMOP//OMOP_CONCEPT//4124686,,True,,OMOP_CONCEPT,4124686,,Silent myocardial infarction,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16998//29,OMOP//OMOP_CONCEPT//4141491,,True,,OMOP_CONCEPT,4141491,,Mitral papillary muscle rupture,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16999//10,OMOP//OMOP_CONCEPT//443387,,True,,OMOP_CONCEPT,443387,,Malignant tumor of stomach,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17000//5,OMOP//OMOP_CONCEPT//42538557,,True,,OMOP_CONCEPT,42538557,,Neonatal hemorrhage of kidney,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17001//12,OMOP//OMOP_CONCEPT//320073,,True,,OMOP_CONCEPT,320073,,Neutropenia,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17001//9,OMOP//OMOP_CONCEPT//317510,,True,,OMOP_CONCEPT,317510,,Leukemia,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17007//14,OMOP//OMOP_CONCEPT//133468,,True,,OMOP_CONCEPT,133468,,Disorder of limb,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17008//12,OMOP//OMOP_CONCEPT//4012932,,True,,OMOP_CONCEPT,4012932,,Atrioseptoplasty,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17008//15,OMOP//OMOP_CONCEPT//317576,,True,,OMOP_CONCEPT,317576,,Coronary arteriosclerosis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17008//2,OMOP//OMOP_CONCEPT//4138895,,True,,OMOP_CONCEPT,4138895,,Repair of left ventricular aneurysm,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17008//38,OMOP//OMOP_CONCEPT//3654996,,True,,OMOP_CONCEPT,3654996,,Peripheral arterial disease,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17010//10,OMOP//OMOP_CONCEPT//197230,,True,,OMOP_CONCEPT,197230,,Malignant neoplasm of uterus,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17013//3,OMOP//OMOP_CONCEPT//37110585,,True,,OMOP_CONCEPT,37110585,,Complication due to and following cosmetic surgery,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17014//6,OMOP//OMOP_CONCEPT//4046448,,True,,OMOP_CONCEPT,4046448,,Cerebrospinal fluid leak,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17015//1,OMOP//OMOP_CONCEPT//4307240,,True,,OMOP_CONCEPT,4307240,,Uvulopalatopharyngoplasty,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17015//2,OMOP//OMOP_CONCEPT//317109,,True,,OMOP_CONCEPT,317109,,Respiratory arrest,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17017//20,OMOP//OMOP_CONCEPT//200588,,True,,OMOP_CONCEPT,200588,,Injury of abdomen,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17017//30,OMOP//OMOP_CONCEPT//4096313,,True,,OMOP_CONCEPT,4096313,,Multiple injuries,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17019//62,OMOP//OMOP_CONCEPT//321710,,True,,OMOP_CONCEPT,321710,,Contusion to heart,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17019//68,OMOP//OMOP_CONCEPT//37311319,,True,,OMOP_CONCEPT,37311319,,Hypovolemia,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17019//90,OMOP//OMOP_CONCEPT//4278217,,True,,OMOP_CONCEPT,4278217,,Arterial thrombosis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17020//27,OMOP//OMOP_CONCEPT//192671,,True,,OMOP_CONCEPT,192671,,Gastrointestinal hemorrhage,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17020//31,OMOP//OMOP_CONCEPT//4181343,,True,,OMOP_CONCEPT,4181343,,Malignant tumor of esophagus,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17020//42,OMOP//OMOP_CONCEPT//4195665,,True,,OMOP_CONCEPT,4195665,,Gastrointestinal tract vascular insufficiency,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17023//24,OMOP//OMOP_CONCEPT//4182596,,True,,OMOP_CONCEPT,4182596,,Myxedema,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17024//18,OMOP//OMOP_CONCEPT//4244662,,True,,OMOP_CONCEPT,4244662,,Disorder of musculoskeletal system,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17025//29,OMOP//OMOP_CONCEPT//4247297,,True,,OMOP_CONCEPT,4247297,,Cerebral abscess,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17025//36,OMOP//OMOP_CONCEPT//4164770,,True,,OMOP_CONCEPT,4164770,,Guillain-Barré syndrome,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17025//45,OMOP//OMOP_CONCEPT//44812002,,True,,OMOP_CONCEPT,44812002,,Neuromuscular disorder,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17028//48,OMOP//OMOP_CONCEPT//4094683,,True,,OMOP_CONCEPT,4094683,,Chest injury,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17029//87,OMOP//OMOP_CONCEPT//4012185,,True,,OMOP_CONCEPT,4012185,,Cardiovascular surgical procedure,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17029//89,OMOP//OMOP_CONCEPT//4148948,,True,,OMOP_CONCEPT,4148948,,Vascular surgery procedure,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17033//9,OMOP//OMOP_CONCEPT//141253,,True,,OMOP_CONCEPT,141253,,Disorder of thyroid gland,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17035//31,OMOP//OMOP_CONCEPT//4176148,,True,,OMOP_CONCEPT,4176148,,Extradural intracranial hematoma,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17035//43,OMOP//OMOP_CONCEPT//4130040,,True,,OMOP_CONCEPT,4130040,,Neoplasm of spinal cord,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17035//52,OMOP//OMOP_CONCEPT//4122291,,True,,OMOP_CONCEPT,4122291,,Cranial ventriculostomy,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17036//27,OMOP//OMOP_CONCEPT//257010,,True,,OMOP_CONCEPT,257010,,Abscess of lung,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17038//43,OMOP//OMOP_CONCEPT//200588,,True,,OMOP_CONCEPT,200588,,Injury of abdomen,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17038//52,OMOP//OMOP_CONCEPT//133468,,True,,OMOP_CONCEPT,133468,,Disorder of limb,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18602//4,OMOP//OMOP_CONCEPT//317109,,True,,OMOP_CONCEPT,317109,,Respiratory arrest,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18610//16,OMOP//OMOP_CONCEPT//317009,,True,,OMOP_CONCEPT,317009,,Asthma,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18670//112,OMOP//OMOP_CONCEPT//257581,,True,,OMOP_CONCEPT,257581,,Acute asthma,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18670//70,OMOP//OMOP_CONCEPT//4044013,,True,,OMOP_CONCEPT,4044013,,Hematologic neoplasm,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//258,OMOP//OMOP_CONCEPT//3654996,,True,,OMOP_CONCEPT,3654996,,Peripheral arterial disease,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//29,OMOP//OMOP_CONCEPT//4141491,,True,,OMOP_CONCEPT,4141491,,Mitral papillary muscle rupture,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//353,OMOP//OMOP_CONCEPT//4207050,,True,,OMOP_CONCEPT,4207050,,Cosmetic surgery,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//386,OMOP//OMOP_CONCEPT//4307240,,True,,OMOP_CONCEPT,4307240,,Uvulopalatopharyngoplasty,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//54,OMOP//OMOP_CONCEPT//4130373,,True,,OMOP_CONCEPT,4130373,,Neoplasm of gastrointestinal tract,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//75,OMOP//OMOP_CONCEPT//4316366,,True,,OMOP_CONCEPT,4316366,,Hemorrhage of kidney,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//456,OMOP//OMOP_CONCEPT//4119942,,True,,OMOP_CONCEPT,4119942,,Stable angina,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//474,OMOP//OMOP_CONCEPT//37311319,,True,,OMOP_CONCEPT,37311319,,Hypovolemia,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//496,OMOP//OMOP_CONCEPT//4278217,,True,,OMOP_CONCEPT,4278217,,Arterial thrombosis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//501,OMOP//OMOP_CONCEPT//192671,,True,,OMOP_CONCEPT,192671,,Gastrointestinal hemorrhage,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//504,OMOP//OMOP_CONCEPT//37168850,,True,,OMOP_CONCEPT,37168850,,Colorectal cancer,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//505,OMOP//OMOP_CONCEPT//4181343,,True,,OMOP_CONCEPT,4181343,,Malignant tumor of esophagus,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//511,OMOP//OMOP_CONCEPT//4029488,,True,,OMOP_CONCEPT,4029488,,Hepatic encephalopathy,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//516,OMOP//OMOP_CONCEPT//4195665,,True,,OMOP_CONCEPT,4195665,,Gastrointestinal tract vascular insufficiency,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//556,OMOP//OMOP_CONCEPT//4182596,,True,,OMOP_CONCEPT,4182596,,Myxedema,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//562,OMOP//OMOP_CONCEPT//4320030,,True,,OMOP_CONCEPT,4320030,,Soft tissue infection,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//565,OMOP//OMOP_CONCEPT//4244662,,True,,OMOP_CONCEPT,4244662,,Disorder of musculoskeletal system,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//577,OMOP//OMOP_CONCEPT//4164770,,True,,OMOP_CONCEPT,4164770,,Guillain-Barré syndrome,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//586,OMOP//OMOP_CONCEPT//44812002,,True,,OMOP_CONCEPT,44812002,,Neuromuscular disorder,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//602,OMOP//OMOP_CONCEPT//261880,,True,,OMOP_CONCEPT,261880,,Atelectasis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//652,OMOP//OMOP_CONCEPT//133468,,True,,OMOP_CONCEPT,133468,,Disorder of limb,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//696,OMOP//OMOP_CONCEPT//4012185,,True,,OMOP_CONCEPT,4012185,,Cardiovascular surgical procedure,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//816,OMOP//OMOP_CONCEPT//4176148,,True,,OMOP_CONCEPT,4176148,,Extradural intracranial hematoma,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//828,OMOP//OMOP_CONCEPT//4130040,,True,,OMOP_CONCEPT,4130040,,Neoplasm of spinal cord,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//837,OMOP//OMOP_CONCEPT//4122291,,True,,OMOP_CONCEPT,4122291,,Cranial ventriculostomy,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18682//18,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//18682//34,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//18682//43,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//19646//1,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//19719//6,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20098//13,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20104//31,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20105//35,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20107//40,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20960//2,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//21192//18,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//8733//21,SNOMED//4085985,,False,,SNOMED,4085985,,4085985,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//8897//7,OMOP//OMOP_CONCEPT//4035566,,True,,OMOP_CONCEPT,4035566,,Text value,AMSTEL,itemid_valueid,high
